sources_str,categories_str,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,conc,fam,aoa,property,concept
wikipedia_sgns_model,neighbors-200,0.3475872577,-,True,-,windscreen,windscreen,1910,True,True,0,0,1,1.0,1.0,mon,non-met,conc,,,,roll,windscreen
wikipedia_sgns_model,neighbors-200,0.3484082015,-,True,-,crankshaft,crankshaft,2932,True,True,0,0,1,1.0,1.0,mon,,conc,,,,roll,crankshaft
wikipedia_sgns_model,neighbors-200,0.3484855429,-,True,-,grindstones,grindstone,135,True,True,0,0,1,1.0,1.0,poly,,conc,,,,roll,grindstone
wikipedia_sgns_model,neighbors-200,0.3496035204,-,True,-,horseshoes,horseshoe,763,True,True,1,0,3,0.5263157894736842,0.5263157894736842,poly,,conc,,,,roll,horseshoe
wikipedia_sgns_model,neighbors-200,0.3496088968,-,True,-,headboard,headboard,184,True,True,0,0,1,1.0,1.0,mon,,conc,,,,roll,headboard
wikipedia_sgns_model,neighbors-200,0.3501734145,-,True,-,spoked,spoked,583,False,False,0,0,0,None,,,,-,,,,roll,spoked
wikipedia_sgns_model,neighbors-200,0.3531489669,-,True,-,acrylic,acrylic,3330,True,True,2,0,4,0.23529411764705882,0.49893790849673203,,,abs-conc,,,,roll,acrylic
wikipedia_sgns_model,neighbors-200,0.3540790619,-,True,-,casing,case,3733,True,True,8,15,22,0.1,0.27221372264326904,homonyms_also_same_pos,met non-met,abs-conc,,,,roll,case
wikipedia_sgns_model,neighbors-200,0.3541663792,-,True,-,bead,bead,2579,True,True,4,3,6,0.125,0.2690359477124183,homonyms_only_different_pos,,abs-conc,,,,roll,bead
wikipedia_sgns_model,neighbors-200,0.3550107095,-,True,-,sideways,sideways,3955,True,False,1,0,5,None,,poly,non-met,-,,,,roll,sideways
wikipedia_sgns_model,neighbors-200,0.3559738814,-,True,-,facelock,facelock,185,False,False,0,0,0,None,,,,-,,,,roll,facelock
wikipedia_sgns_model,neighbors-200,0.3561536321,-,True,-,wheelies,wheelie,202,False,False,0,0,0,None,,,,-,,,,roll,wheelie
wikipedia_sgns_model,neighbors-200,0.3565409063,-,True,-,wastegate,wastegate,194,False,False,0,0,0,None,,,,-,,,,roll,wastegate
wikipedia_sgns_model,neighbors-200,0.3570205506,-,True,-,frontstretch,frontstretch,109,False,False,0,0,0,None,,,,-,,,,roll,frontstretch
wikipedia_sgns_model,neighbors-200,0.3578523402,-,True,-,washers,washer,837,True,True,2,0,3,0.38095238095238093,0.40524499654934437,poly,,conc,,,,roll,washer
wikipedia_sgns_model,neighbors-200,0.3594995323,-,True,-,bushing,bushing,340,True,True,1,0,3,0.25,0.25,,,abs-conc,,,,roll,bushing
wikipedia_sgns_model,neighbors-200,0.3841311884,-,True,-,bushings,bushing,393,True,True,1,0,3,0.25,0.25,,,abs-conc,,,,roll,bushing
wikipedia_sgns_model,neighbors-200,0.359788602,-,True,-,flywheel,flywheel,1606,True,True,0,0,1,1.0,1.0,mon,,conc,,,,roll,flywheel
wikipedia_sgns_model,neighbors-200,0.3608614606,-,True,-,quoits,quoit,154,True,True,0,0,1,1.0,1.0,mon,,conc,,,,roll,quoit
wikipedia_sgns_model,neighbors-200,0.3635711919,-,True,-,kickflip,kickflip,133,False,False,0,0,0,None,,,,-,,,,roll,kickflip
wikipedia_sgns_model,neighbors-200,0.3636738018,-,True,-,lever,lever,9979,True,True,1,0,4,0.5,0.5518518518518518,homonyms_only_different_pos,met,conc,572,518,,roll,lever
wikipedia_sgns_model,neighbors-200,0.3653214812,-,True,-,cartridge,cartridge,14849,True,True,1,0,4,0.3333333333333333,0.47967171717171714,poly,,conc,,,,roll,cartridge
wikipedia_sgns_model,neighbors-200,0.3661518675,-,True,-,traxxas,traxxa,276,False,False,0,0,0,None,,,,-,,,,roll,traxxa
wikipedia_sgns_model,neighbors-200,0.3681095529,-,True,-,baseplate,baseplate,202,False,False,0,0,0,None,,,,-,,,,roll,baseplate
wikipedia_sgns_model,neighbors-200,0.3682648243,-,True,-,driveshaft,driveshaft,531,True,True,0,0,1,1.0,1.0,,,conc,,,,roll,driveshaft
wikipedia_sgns_model,neighbors-200,0.3693765431,-,True,-,bumper,bumper,5542,True,True,2,0,2,0.631578947368421,0.631578947368421,homonyms_also_same_pos,,conc,,,,roll,bumper
wikipedia_sgns_model,neighbors-200,0.3694252132,-,True,-,gearshift,gearshift,213,True,True,0,0,1,1.0,1.0,,,conc,,,,roll,gearshift
wikipedia_sgns_model,neighbors-200,0.370133728,-,True,-,spinning,spin,12915,True,True,5,15,13,0.16666666666666666,0.26867617414769035,homonyms_only_different_pos,non-met,abs,,,,roll,spin
wikipedia_sgns_model,neighbors-200,0.3705978325,-,True,-,decklid,decklid,137,False,False,0,0,0,None,,,,-,,,,roll,decklid
wikipedia_sgns_model,neighbors-200,0.3708575887,-,True,-,bolt,bolt,14170,True,True,7,5,16,0.09523809523809523,0.25725955453951904,homonyms_also_same_pos,non-met,abs-conc,556,466,369,roll,bolt
wikipedia_sgns_model,neighbors-200,0.3721377341,-,True,-,callipers,calliper,112,True,True,0,0,2,None,,mon,,conc,,,,roll,calliper
wikipedia_sgns_model,neighbors-200,0.3724486873,-,True,-,handlebars,handlebar,908,True,True,0,0,1,1.0,1.0,,,conc,,,,roll,handlebar
wikipedia_sgns_model,neighbors-200,0.3929758275,-,True,-,handlebar,handlebar,585,True,True,0,0,1,1.0,1.0,,,conc,,,,roll,handlebar
wikipedia_sgns_model,neighbors-200,0.3748454169,-,True,-,plaster,plaster,9863,True,True,4,4,11,0.21052631578947367,0.356328566514325,homonyms_only_different_pos,non-met,abs-conc,,,,roll,plaster
wikipedia_sgns_model,neighbors-200,0.3759957592,-,True,-,handbrake,handbrake,437,False,False,0,0,0,None,,mon,non-met,-,,,,roll,handbrake
wikipedia_sgns_model,neighbors-200,0.3792799252,-,True,-,grip,grip,12360,True,True,6,3,10,0.09523809523809523,0.2436252487336079,homonyms_only_different_pos,met,abs-conc,490,523,325,roll,grip
wikipedia_sgns_model,neighbors-200,0.3803879289,-,True,-,lathe,lathe,1793,True,True,0,0,1,1.0,1.0,mon,,conc,481,295,,roll,lathe
wikipedia_sgns_model,neighbors-200,0.3825879647,-,True,-,cylinder,cylinder,37205,True,True,3,0,4,0.125,0.29298941798941797,poly,non-met,abs-conc,,,,roll,cylinder
wikipedia_sgns_model,neighbors-200,0.3839957051,-,True,-,cylinders,cylinder,9931,True,True,3,0,4,0.125,0.29298941798941797,poly,non-met,abs-conc,,,,roll,cylinder
wikipedia_sgns_model,neighbors-200,0.3853403671,-,True,-,fusee,fusee,117,True,True,3,0,4,0.7,0.7550682261208577,,,conc,,,,roll,fusee
